order_id,customer_id,order_value,order_date
646,172,121.35,2024-01-04
647,720,264.24,2024-07-05
648,2487,258.77,2024-08-05
649,2618,173.76,2024-12-12
650,1144,382.22,2024-05-02
651,683,332.56,2024-12-25
652,111,433.47,2024-12-01
653,1597,12.5,2024-10-12
654,1446,305.96,2024-12-23
655,156,496.45,2024-06-09
656,2601,396.71,2024-07-26
657,713,178.71,2024-01-20
658,1882,86.49,2024-02-17
659,1527,219.86,2024-01-27
660,2897,217.89,2024-06-08
661,1818,296.78,2024-06-03
662,503,42.37,2024-10-07
663,1690,199.72,2024-03-06
664,1899,428.85,2024-08-17
665,457,325.37,2024-08-02
666,2455,223.0,2024-08-31
667,692,162.02,2024-01-12
668,1019,147.09,2024-04-10
669,1129,376.73,2024-06-22
670,1609,220.05,2024-08-16
671,2932,130.65,2024-08-29
672,966,408.23,2024-10-30
673,1924,140.15,2024-07-31
674,257,41.58,2024-04-21
675,1158,278.57,2024-12-27
676,952,146.74,2024-07-21
677,1772,12.39,2024-12-06
678,387,255.76,2024-02-06
679,2944,448.33,2024-05-11
680,621,325.63,2024-03-30
681,2392,18.9,2024-07-30
682,426,195.6,2024-11-22
683,849,131.05,2024-04-11
684,2795,338.52,2024-02-16
685,294,233.89,2024-04-29
686,1784,94.64,2024-01-17
687,1074,233.58,2024-10-14
688,782,466.38,2024-06-26
689,1892,211.29,2024-09-30
690,1197,436.46,2024-07-12
691,289,242.97,2024-01-06
692,1940,381.25,2024-01-03
693,1186,395.07,2024-07-17
694,2627,382.77,2024-02-04
695,323,322.86,2024-08-26
696,2374,476.72,2024-03-17
697,2781,465.0,2024-04-11
698,2783,158.36,2024-03-06
699,167,350.38,2024-02-20
700,85,335.75,2024-05-03
701,115,108.13,2024-07-18
702,1921,139.88,2024-03-13
703,865,162.27,2024-06-10
704,458,172.48,2024-06-15
705,372,428.64,2024-12-16
706,1242,381.1,2024-10-31
707,259,405.79,2024-06-23
708,1998,457.38,2024-10-18
709,2864,262.03,2024-01-22
710,1499,419.36,2024-11-28
711,1849,350.72,2024-08-14
712,225,237.75,2024-06-20
713,1365,104.99,2024-07-13
714,1870,220.83,2024-07-07
715,2532,111.22,2024-09-01
716,348,150.71,2024-05-16
717,2389,148.92,2024-10-30
718,1904,382.91,2024-09-30
719,699,258.82,2024-03-30
720,2025,398.64,2024-06-05
721,1398,439.93,2024-05-19
722,413,309.72,2024-06-15
723,1006,209.53,2024-10-01
724,1442,429.82,2024-01-24
725,2881,288.09,2024-12-28
726,2964,429.9,2024-10-26
727,282,140.06,2024-12-15
728,1267,287.22,2024-04-04
729,2587,113.76,2024-07-29
730,663,352.2,2024-10-31
731,199,297.58,2024-04-20
732,2838,282.44,2024-01-04
733,1455,323.16,2024-03-02
734,227,193.95,2024-01-18
735,1007,104.07,2024-04-18
736,1220,405.14,2024-05-05
737,733,198.34,2024-11-15
738,2917,494.58,2024-04-10
739,228,245.69,2024-06-28
740,2115,250.11,2024-10-18
741,1349,342.13,2024-07-08
742,2386,336.7,2024-10-30
743,610,98.45,2024-12-17
744,1551,143.43,2024-09-01
745,1918,123.44,2024-02-26
746,114,36.17,2024-02-26
747,2152,20.98,2024-08-31
748,428,326.05,2024-12-12
749,503,254.31,2024-08-08
750,2025,448.35,2024-11-04
751,1217,157.38,2024-03-28
752,2262,395.88,2024-03-02
753,1945,60.55,2024-02-08
754,957,410.06,2024-03-22
755,145,461.37,2024-01-10
756,609,317.4,2024-02-25
757,1588,370.62,2024-09-21
758,2106,494.02,2024-06-26
759,1721,195.31,2024-09-24
760,678,24.39,2024-03-13
761,2629,344.48,2024-01-17
762,123,16.53,2024-02-04
763,2597,288.47,2024-07-13
764,2283,302.76,2024-07-16
765,2539,296.41,2024-12-08
766,2123,91.3,2024-10-17
767,1996,47.57,2024-07-18
768,1644,454.79,2024-10-16
769,1954,275.38,2024-01-11
770,1827,168.31,2024-12-31
771,2343,388.16,2024-08-08
772,500,461.61,2024-01-10
773,2734,208.07,2024-03-22
774,1142,58.17,2024-12-03
775,2704,349.38,2024-09-24
776,344,454.69,2024-06-27
777,2207,490.4,2024-03-23
778,782,408.64,2024-08-20
779,1777,141.43,2024-12-18
780,47,185.53,2024-03-29
781,1952,77.0,2024-04-17
782,2411,359.25,2024-07-05
783,614,92.93,2024-01-02
784,785,221.66,2024-09-14
785,1404,270.56,2024-05-12
786,1148,197.44,2024-05-29
787,1188,83.35,2024-11-20
788,2933,152.01,2024-06-04
789,170,320.05,2024-05-21
790,594,366.14,2024-04-13
791,1671,311.17,2024-04-16
792,2871,483.22,2024-02-19
793,512,310.68,2024-07-20
794,1182,120.42,2024-06-17
795,1356,250.62,2024-05-22
796,1227,419.75,2024-11-19
797,1144,169.64,2024-10-25
798,2077,371.15,2024-10-31
799,2210,394.74,2024-05-25
800,559,467.64,2024-12-02
801,2148,206.58,2024-04-04
802,1760,137.12,2024-10-29
803,2105,258.89,2024-03-24
804,2531,496.9,2024-04-02
805,1169,452.04,2024-03-07
806,2914,149.14,2024-07-17
807,1405,106.39,2024-02-29
808,2698,243.71,2024-12-18
809,2087,91.23,2024-08-05
810,1817,381.44,2024-07-30
811,1172,27.94,2024-06-08
812,1551,120.12,2024-12-06
813,2161,18.93,2024-06-28
814,651,121.1,2024-02-22
815,1680,35.63,2024-12-26
816,1502,340.04,2024-09-10
817,1430,289.43,2024-07-02
818,1266,114.82,2024-11-23
819,1496,110.49,2024-08-30
820,1956,152.68,2024-01-16
821,402,401.12,2024-12-12
822,1684,83.75,2024-05-17
823,1613,69.63,2024-12-13
824,381,258.94,2024-03-21
825,2126,433.83,2024-09-10
826,2031,119.81,2024-05-05
827,631,62.07,2024-12-10
828,2277,250.93,2024-07-25
829,1176,368.76,2024-12-13
830,1554,312.98,2024-09-11
831,1492,214.9,2024-09-14
832,1120,29.8,2024-05-07
833,2533,157.29,2024-10-22
834,677,460.43,2024-02-11
835,1264,119.2,2024-08-10
836,2908,310.84,2024-04-04
837,2639,454.65,2024-06-01
838,2399,249.17,2024-05-08
839,674,228.68,2024-07-28
840,2307,79.12,2024-01-16
841,2104,490.5,2024-06-18
842,1852,96.57,2024-06-13
843,1082,245.91,2024-12-26
844,2312,93.95,2024-02-06
845,1787,180.71,2024-07-17
846,1228,443.16,2024-05-13
847,1481,325.23,2024-12-16
848,2586,14.82,2024-08-24
849,1902,483.71,2024-07-20
850,422,394.11,2024-06-22
851,1835,498.79,2024-10-22
852,2491,383.8,2024-11-05
853,1235,384.78,2024-02-15
854,21,352.7,2024-04-28
855,397,217.39,2024-10-23
856,2403,164.32,2024-08-17
857,2435,267.34,2024-12-19
858,1113,97.34,2024-11-18
859,2976,363.99,2024-10-05
860,1813,498.69,2024-06-19
861,2527,304.46,2024-11-12
862,7,429.66,2024-09-29
863,740,94.44,2024-08-08
864,99,414.28,2024-07-11
865,1491,454.64,2024-01-03
866,2747,421.05,2024-03-18
867,130,317.36,2024-07-21
868,1349,463.93,2024-01-30
869,2732,481.12,2024-01-21
870,1090,409.53,2024-05-23
871,18,278.09,2024-08-25
872,719,419.3,2024-11-13
873,2316,192.25,2024-02-29
874,2412,179.83,2024-04-24
875,2364,180.47,2024-09-03
876,2532,107.62,2024-03-06
877,1494,315.24,2024-12-27
878,988,334.12,2024-11-18
879,2358,431.22,2024-09-27
880,1064,350.31,2024-09-24
881,2731,392.17,2024-01-19
882,502,347.53,2024-08-20
883,2052,351.55,2024-01-14
884,460,176.87,2024-05-22
885,2455,483.28,2024-03-27
886,2218,323.01,2024-09-23
887,2907,297.7,2024-03-03
888,2857,425.14,2024-10-25
889,608,216.27,2024-07-13
890,2596,57.16,2024-06-19
891,1658,127.65,2024-05-08
