product_id,name,total_sales
442,Product_442,30151
443,Product_443,77073
444,Product_444,44055
445,Product_445,85060
446,Product_446,63897
447,Product_447,81737
448,Product_448,65546
449,Product_449,24835
450,Product_450,60425
451,Product_451,35723
452,Product_452,2794
453,Product_453,44122
454,Product_454,23776
455,Product_455,68063
456,Product_456,73750
457,Product_457,44215
458,Product_458,89303
459,Product_459,51757
460,Product_460,57693
461,Product_461,45641
462,Product_462,69632
463,Product_463,32396
464,Product_464,19235
465,Product_465,33853
466,Product_466,65086
467,Product_467,47426
468,Product_468,6891
469,Product_469,61455
470,Product_470,31181
471,Product_471,65959
472,Product_472,48885
473,Product_473,85228
474,Product_474,91439
475,Product_475,7278
476,Product_476,2456
477,Product_477,18101
478,Product_478,8668
479,Product_479,30544
480,Product_480,59336
481,Product_481,67153
482,Product_482,17867
483,Product_483,86444
484,Product_484,59504
485,Product_485,99995
486,Product_486,36605
487,Product_487,48692
488,Product_488,67381
489,Product_489,41055
490,Product_490,92647
491,Product_491,96054
492,Product_492,12224
493,Product_493,69397
494,Product_494,55090
495,Product_495,8331
496,Product_496,38074
497,Product_497,63575
498,Product_498,96870
499,Product_499,95720
500,Product_500,58715
501,Product_501,68446
502,Product_502,74981
503,Product_503,17381
504,Product_504,74075
505,Product_505,78792
506,Product_506,80469
507,Product_507,25862
508,Product_508,92828
509,Product_509,65406
510,Product_510,58748
511,Product_511,78836
512,Product_512,38007
513,Product_513,39212
514,Product_514,30089
515,Product_515,92009
516,Product_516,29315
517,Product_517,31511
518,Product_518,54356
519,Product_519,61009
520,Product_520,87449
521,Product_521,93111
522,Product_522,78663
523,Product_523,27670
524,Product_524,80136
525,Product_525,31768
526,Product_526,26851
527,Product_527,88710
528,Product_528,36192
529,Product_529,70330
530,Product_530,65466
531,Product_531,51678
532,Product_532,74128
533,Product_533,11426
534,Product_534,313
535,Product_535,88604
536,Product_536,73150
537,Product_537,95031
538,Product_538,98930
539,Product_539,90942
540,Product_540,87249
541,Product_541,10569
542,Product_542,58638
543,Product_543,45175
544,Product_544,47416
545,Product_545,42630
546,Product_546,49253
547,Product_547,23769
548,Product_548,9553
549,Product_549,41733
550,Product_550,90092
551,Product_551,2858
552,Product_552,78808
553,Product_553,44728
554,Product_554,13899
555,Product_555,54322
556,Product_556,20028
557,Product_557,33885
558,Product_558,98322
559,Product_559,57208
560,Product_560,81428
561,Product_561,77730
562,Product_562,19014
563,Product_563,31797
564,Product_564,27497
565,Product_565,40786
566,Product_566,68581
567,Product_567,79385
568,Product_568,94161
569,Product_569,84363
570,Product_570,64516
571,Product_571,65412
572,Product_572,11429
573,Product_573,27909
574,Product_574,62720
575,Product_575,62026
576,Product_576,27773
577,Product_577,44623
578,Product_578,31065
579,Product_579,83366
580,Product_580,68656
581,Product_581,6225
582,Product_582,15396
583,Product_583,67417
584,Product_584,46304
585,Product_585,62720
586,Product_586,1316
587,Product_587,34066
588,Product_588,62974
589,Product_589,17868
590,Product_590,3236
591,Product_591,37431
592,Product_592,30426
593,Product_593,802
594,Product_594,54216
595,Product_595,49235
596,Product_596,75949
597,Product_597,47060
598,Product_598,25055
599,Product_599,27789
600,Product_600,54457
601,Product_601,88222
602,Product_602,34576
603,Product_603,87702
604,Product_604,12858
605,Product_605,10840
606,Product_606,1489
607,Product_607,6970
608,Product_608,78977
609,Product_609,73305
610,Product_610,83937
611,Product_611,91513
612,Product_612,12555
613,Product_613,56047
614,Product_614,62172
615,Product_615,10871
616,Product_616,57193
617,Product_617,73338
618,Product_618,64176
619,Product_619,5923
620,Product_620,63701
621,Product_621,68485
622,Product_622,46562
623,Product_623,75368
624,Product_624,11364
625,Product_625,4702
626,Product_626,27752
627,Product_627,69356
628,Product_628,61057
629,Product_629,81634
630,Product_630,54939
631,Product_631,43142
632,Product_632,45844
633,Product_633,41579
634,Product_634,14552
635,Product_635,85457
636,Product_636,93608
637,Product_637,78060
638,Product_638,47692
639,Product_639,19828
640,Product_640,67054
641,Product_641,19085
642,Product_642,36304
643,Product_643,39500
644,Product_644,30729
645,Product_645,64976
646,Product_646,87350
647,Product_647,80385
648,Product_648,56832
649,Product_649,70190
650,Product_650,3162
651,Product_651,32338
652,Product_652,92433
653,Product_653,32120
654,Product_654,54984
655,Product_655,3133
656,Product_656,55832
657,Product_657,52437
658,Product_658,37836
659,Product_659,57500
660,Product_660,36722
661,Product_661,25045
662,Product_662,28239
663,Product_663,58874
664,Product_664,62151
665,Product_665,49012
666,Product_666,52929
667,Product_667,34116
668,Product_668,34509
669,Product_669,78031
670,Product_670,6898
671,Product_671,33889
672,Product_672,99049
673,Product_673,48137
674,Product_674,71367
675,Product_675,48747
676,Product_676,1138
677,Product_677,15898
678,Product_678,2492
679,Product_679,81446
680,Product_680,39694
681,Product_681,81265
682,Product_682,39564
683,Product_683,32098
684,Product_684,26727
685,Product_685,15882
686,Product_686,44436
687,Product_687,32406
688,Product_688,84523
689,Product_689,84549
690,Product_690,56227
691,Product_691,82365
692,Product_692,36592
693,Product_693,81105
694,Product_694,25769
695,Product_695,19812
696,Product_696,84932
697,Product_697,81331
698,Product_698,43421
699,Product_699,92591
700,Product_700,96653
701,Product_701,37595
702,Product_702,88990
703,Product_703,76477
704,Product_704,49238
705,Product_705,23785
706,Product_706,31646
707,Product_707,63864
708,Product_708,47750
709,Product_709,32147
710,Product_710,63571
711,Product_711,42398
712,Product_712,29448
713,Product_713,51466
714,Product_714,87045
715,Product_715,65529
716,Product_716,83370
717,Product_717,15418
718,Product_718,73325
719,Product_719,73745
720,Product_720,84862
721,Product_721,92533
722,Product_722,24619
723,Product_723,87200
724,Product_724,33090
725,Product_725,4332
726,Product_726,45736
727,Product_727,25871
728,Product_728,97573
729,Product_729,74978
730,Product_730,37209
731,Product_731,90851
732,Product_732,38740
733,Product_733,59363
734,Product_734,91090
735,Product_735,54536
736,Product_736,410
737,Product_737,33182
738,Product_738,52366
739,Product_739,93407
740,Product_740,75528
741,Product_741,14436
742,Product_742,80080
743,Product_743,81339
744,Product_744,99661
745,Product_745,29734
746,Product_746,49842
747,Product_747,48679
748,Product_748,54005
749,Product_749,97342
750,Product_750,87685
751,Product_751,25637
752,Product_752,98418
753,Product_753,20789
754,Product_754,60978
755,Product_755,89204
756,Product_756,41695
757,Product_757,34800
758,Product_758,52321
759,Product_759,21665
760,Product_760,37195
761,Product_761,12680
762,Product_762,52048
763,Product_763,40155
764,Product_764,46293
765,Product_765,58033
766,Product_766,93555
767,Product_767,46649
768,Product_768,75372
769,Product_769,39184
770,Product_770,37179
771,Product_771,52361
772,Product_772,87034
773,Product_773,64206
774,Product_774,70705
775,Product_775,23910
776,Product_776,21103
777,Product_777,70612
778,Product_778,1703
779,Product_779,54914
780,Product_780,88797
781,Product_781,60750
782,Product_782,37210
783,Product_783,76830
784,Product_784,82703
785,Product_785,74916
786,Product_786,99754
787,Product_787,99656
788,Product_788,95304
789,Product_789,97227
790,Product_790,70555
791,Product_791,58182
792,Product_792,67899
793,Product_793,74559
794,Product_794,26542
795,Product_795,37541
796,Product_796,68641
797,Product_797,86677
798,Product_798,53341
799,Product_799,13304
800,Product_800,88019
801,Product_801,80562
802,Product_802,52935
803,Product_803,14124
804,Product_804,74497
805,Product_805,47033
806,Product_806,61021
807,Product_807,67979
808,Product_808,42985
809,Product_809,869
810,Product_810,36634
811,Product_811,52133
812,Product_812,57162
813,Product_813,28152
814,Product_814,48531
815,Product_815,87978
816,Product_816,36127
817,Product_817,34521
818,Product_818,5270
819,Product_819,89640
820,Product_820,37889
821,Product_821,18493
822,Product_822,46824
823,Product_823,94943
824,Product_824,78455
825,Product_825,99384
826,Product_826,90671
827,Product_827,62351
828,Product_828,3978
829,Product_829,53868
830,Product_830,2349
831,Product_831,24632
832,Product_832,14274
833,Product_833,98099
834,Product_834,83379
835,Product_835,48157
836,Product_836,26166
837,Product_837,16533
838,Product_838,87811
839,Product_839,53141
840,Product_840,84476
841,Product_841,67943
842,Product_842,2730
843,Product_843,73580
844,Product_844,55822
845,Product_845,42363
846,Product_846,9615
847,Product_847,11497
848,Product_848,61011
849,Product_849,39609
850,Product_850,86473
851,Product_851,86304
852,Product_852,76382
853,Product_853,71909
854,Product_854,98539
855,Product_855,28927
856,Product_856,77760
857,Product_857,57624
858,Product_858,99345
859,Product_859,96631
860,Product_860,4494
861,Product_861,84931
862,Product_862,4642
863,Product_863,70467
864,Product_864,16639
865,Product_865,96083
866,Product_866,60427
867,Product_867,31325
868,Product_868,34664
869,Product_869,70805
870,Product_870,417
871,Product_871,43482
872,Product_872,92056
873,Product_873,80294
874,Product_874,75723
875,Product_875,56890
876,Product_876,39883
877,Product_877,90545
878,Product_878,41020
879,Product_879,55456
880,Product_880,47494
881,Product_881,76946
882,Product_882,58348
883,Product_883,36499
884,Product_884,22660
885,Product_885,50397
886,Product_886,90738
887,Product_887,93587
888,Product_888,81582
889,Product_889,25296
890,Product_890,95988
891,Product_891,99425
892,Product_892,85713
893,Product_893,55261
894,Product_894,76627
895,Product_895,23103
896,Product_896,77121
897,Product_897,90886
898,Product_898,54305
899,Product_899,98113
900,Product_900,46785
901,Product_901,6410
902,Product_902,48534
903,Product_903,21997
904,Product_904,28128
905,Product_905,65234
906,Product_906,31946
907,Product_907,61303
908,Product_908,67163
909,Product_909,55916
910,Product_910,45067
911,Product_911,15480
912,Product_912,99035
913,Product_913,45842
914,Product_914,67819
915,Product_915,43556
916,Product_916,90139
917,Product_917,88363
918,Product_918,20676
919,Product_919,10991
920,Product_920,75479
921,Product_921,27255
922,Product_922,40290
923,Product_923,65669
924,Product_924,48073
925,Product_925,35700
926,Product_926,27403
927,Product_927,32372
928,Product_928,22978
929,Product_929,86900
930,Product_930,57843
931,Product_931,11171
932,Product_932,13568
933,Product_933,78042
934,Product_934,58288
935,Product_935,53909
936,Product_936,83251
937,Product_937,63326
938,Product_938,41514
939,Product_939,90282
940,Product_940,71093
941,Product_941,16020
942,Product_942,3188
943,Product_943,97294
944,Product_944,63323
945,Product_945,11941
946,Product_946,88342
947,Product_947,33370
948,Product_948,98514
949,Product_949,82668
950,Product_950,68943
951,Product_951,1227
952,Product_952,85810
953,Product_953,4886
954,Product_954,61618
955,Product_955,98246
956,Product_956,99697
957,Product_957,44279
958,Product_958,78573
959,Product_959,94453
960,Product_960,26717
961,Product_961,84367
962,Product_962,62833
963,Product_963,57759
964,Product_964,42427
965,Product_965,1428
966,Product_966,49114
967,Product_967,74474
968,Product_968,27706
969,Product_969,19689
970,Product_970,10027
971,Product_971,87632
972,Product_972,40915
973,Product_973,88705
974,Product_974,90644
975,Product_975,94859
976,Product_976,61949
977,Product_977,47355
978,Product_978,8140
979,Product_979,13760
980,Product_980,24141
981,Product_981,37975
982,Product_982,92467
983,Product_983,75480
984,Product_984,52217
985,Product_985,24291
986,Product_986,12813
987,Product_987,93073
988,Product_988,64153
989,Product_989,76732
990,Product_990,77375
991,Product_991,94375
992,Product_992,59537
993,Product_993,94915
994,Product_994,13626
995,Product_995,12922
996,Product_996,46176
997,Product_997,58732
998,Product_998,61437
999,Product_999,68161
1000,Product_1000,50955
1001,Product_1001,53693
1002,Product_1002,30105
1003,Product_1003,84621
1004,Product_1004,22280
1005,Product_1005,73990
1006,Product_1006,73576
1007,Product_1007,17838
1008,Product_1008,41657
1009,Product_1009,80659
1010,Product_1010,1614
1011,Product_1011,73655
1012,Product_1012,15868
1013,Product_1013,50602
1014,Product_1014,49521
1015,Product_1015,38753
1016,Product_1016,62395
1017,Product_1017,59571
1018,Product_1018,42711
1019,Product_1019,15891
1020,Product_1020,13080
1021,Product_1021,31779
1022,Product_1022,23554
1023,Product_1023,31790
1024,Product_1024,86155
1025,Product_1025,39136
1026,Product_1026,8987
1027,Product_1027,63050
1028,Product_1028,28557
1029,Product_1029,58616
1030,Product_1030,29806
1031,Product_1031,75457
1032,Product_1032,45371
1033,Product_1033,51046
1034,Product_1034,10316
1035,Product_1035,38419
1036,Product_1036,45578
1037,Product_1037,68969
1038,Product_1038,51891
1039,Product_1039,92718
1040,Product_1040,66169
1041,Product_1041,47754
1042,Product_1042,86899
1043,Product_1043,85208
1044,Product_1044,70038
1045,Product_1045,41680
1046,Product_1046,93629
1047,Product_1047,26974
1048,Product_1048,3374
1049,Product_1049,1553
1050,Product_1050,91458
1051,Product_1051,91244
1052,Product_1052,86754
1053,Product_1053,252
1054,Product_1054,38502
1055,Product_1055,54226
1056,Product_1056,41878
1057,Product_1057,76894
1058,Product_1058,19899
1059,Product_1059,54615
1060,Product_1060,96817
1061,Product_1061,59580
1062,Product_1062,94864
1063,Product_1063,63029
1064,Product_1064,36698
1065,Product_1065,12447
1066,Product_1066,89365
1067,Product_1067,80167
1068,Product_1068,83191
1069,Product_1069,67021
1070,Product_1070,55451
1071,Product_1071,47531
1072,Product_1072,91061
1073,Product_1073,88800
1074,Product_1074,79151
1075,Product_1075,69653
1076,Product_1076,52071
1077,Product_1077,63716
1078,Product_1078,17196
1079,Product_1079,33051
1080,Product_1080,32740
1081,Product_1081,69698
1082,Product_1082,87637
1083,Product_1083,25069
1084,Product_1084,64180
1085,Product_1085,67174
1086,Product_1086,81494
1087,Product_1087,73733
1088,Product_1088,67213
1089,Product_1089,47651
1090,Product_1090,78678
1091,Product_1091,59468
1092,Product_1092,70187
1093,Product_1093,35565
1094,Product_1094,42028
1095,Product_1095,68978
1096,Product_1096,58991
1097,Product_1097,48040
1098,Product_1098,18181
1099,Product_1099,15469
1100,Product_1100,17798
1101,Product_1101,18642
1102,Product_1102,10590
1103,Product_1103,31068
1104,Product_1104,66606
1105,Product_1105,58859
1106,Product_1106,49002
1107,Product_1107,59970
1108,Product_1108,37616
1109,Product_1109,75468
1110,Product_1110,46076
1111,Product_1111,21607
1112,Product_1112,87564
1113,Product_1113,66023
1114,Product_1114,63975
1115,Product_1115,21815
1116,Product_1116,27659
1117,Product_1117,26628
1118,Product_1118,2764
1119,Product_1119,10678
1120,Product_1120,84606
1121,Product_1121,34635
1122,Product_1122,60233
1123,Product_1123,17934
1124,Product_1124,26177
1125,Product_1125,97999
1126,Product_1126,92384
1127,Product_1127,53345
1128,Product_1128,31798
1129,Product_1129,14040
1130,Product_1130,71606
1131,Product_1131,66862
1132,Product_1132,49903
1133,Product_1133,28668
1134,Product_1134,61031
1135,Product_1135,4365
1136,Product_1136,83959
1137,Product_1137,67214
1138,Product_1138,74914
1139,Product_1139,56293
1140,Product_1140,60574
1141,Product_1141,80289
1142,Product_1142,67272
1143,Product_1143,54534
1144,Product_1144,86002
1145,Product_1145,34597
1146,Product_1146,59774
1147,Product_1147,49024
1148,Product_1148,89080
1149,Product_1149,60807
1150,Product_1150,94631
1151,Product_1151,54021
1152,Product_1152,56142
1153,Product_1153,72690
1154,Product_1154,31251
1155,Product_1155,69712
1156,Product_1156,2655
1157,Product_1157,66746
1158,Product_1158,90245
1159,Product_1159,7334
1160,Product_1160,13275
1161,Product_1161,73353
1162,Product_1162,56036
1163,Product_1163,31905
1164,Product_1164,52940
1165,Product_1165,8778
1166,Product_1166,52061
1167,Product_1167,88027
1168,Product_1168,65750
1169,Product_1169,65212
1170,Product_1170,35130
1171,Product_1171,89965
1172,Product_1172,73482
1173,Product_1173,32268
1174,Product_1174,74045
1175,Product_1175,53211
1176,Product_1176,23409
1177,Product_1177,16454
1178,Product_1178,85232
1179,Product_1179,52586
1180,Product_1180,82965
1181,Product_1181,92197
1182,Product_1182,653
1183,Product_1183,50949
1184,Product_1184,20717
1185,Product_1185,73246
1186,Product_1186,3964
1187,Product_1187,29746
1188,Product_1188,87426
1189,Product_1189,28560
1190,Product_1190,68627
1191,Product_1191,95366
1192,Product_1192,97680
1193,Product_1193,67385
1194,Product_1194,79601
1195,Product_1195,40409
1196,Product_1196,60913
1197,Product_1197,60532
1198,Product_1198,45722
1199,Product_1199,38412
1200,Product_1200,44519
1201,Product_1201,33284
1202,Product_1202,45712
1203,Product_1203,57231
1204,Product_1204,95889
1205,Product_1205,55643
1206,Product_1206,22417
1207,Product_1207,91048
1208,Product_1208,62462
1209,Product_1209,6783
1210,Product_1210,6365
1211,Product_1211,36575
1212,Product_1212,7762
1213,Product_1213,40764
1214,Product_1214,24238
1215,Product_1215,64839
1216,Product_1216,78403
1217,Product_1217,2967
1218,Product_1218,79856
1219,Product_1219,63287
1220,Product_1220,69625
1221,Product_1221,12792
1222,Product_1222,37246
1223,Product_1223,57162
1224,Product_1224,53579
1225,Product_1225,33606
1226,Product_1226,6722
1227,Product_1227,87263
1228,Product_1228,86785
1229,Product_1229,25872
1230,Product_1230,39593
1231,Product_1231,31545
1232,Product_1232,49276
1233,Product_1233,97558
1234,Product_1234,97493
1235,Product_1235,28972
1236,Product_1236,73805
1237,Product_1237,10544
1238,Product_1238,42089
1239,Product_1239,64144
1240,Product_1240,35180
1241,Product_1241,25059
1242,Product_1242,49603
1243,Product_1243,3101
1244,Product_1244,90933
1245,Product_1245,75315
1246,Product_1246,96340
1247,Product_1247,42153
1248,Product_1248,5786
1249,Product_1249,67934
1250,Product_1250,59084
1251,Product_1251,29642
1252,Product_1252,40052
1253,Product_1253,93793
1254,Product_1254,18378
1255,Product_1255,33401
1256,Product_1256,9951
1257,Product_1257,15287
1258,Product_1258,76908
1259,Product_1259,36339
1260,Product_1260,48241
1261,Product_1261,95070
1262,Product_1262,51546
1263,Product_1263,27494
1264,Product_1264,32573
1265,Product_1265,7361
1266,Product_1266,30215
1267,Product_1267,67114
1268,Product_1268,23664
1269,Product_1269,92590
1270,Product_1270,74067
1271,Product_1271,56324
1272,Product_1272,43447
1273,Product_1273,36327
1274,Product_1274,93496
1275,Product_1275,13260
1276,Product_1276,32365
1277,Product_1277,88429
1278,Product_1278,4768
1279,Product_1279,84155
1280,Product_1280,11336
1281,Product_1281,98152
1282,Product_1282,57377
1283,Product_1283,5191
1284,Product_1284,48695
1285,Product_1285,69195
1286,Product_1286,77155
1287,Product_1287,93778
1288,Product_1288,6634
1289,Product_1289,81603
1290,Product_1290,97667
1291,Product_1291,41594
1292,Product_1292,95364
1293,Product_1293,71227
1294,Product_1294,88641
1295,Product_1295,89960
1296,Product_1296,26767
1297,Product_1297,90321
1298,Product_1298,27979
1299,Product_1299,39001
1300,Product_1300,23577
1301,Product_1301,17658
1302,Product_1302,80410
1303,Product_1303,35380
1304,Product_1304,52054
1305,Product_1305,5204
1306,Product_1306,42159
1307,Product_1307,12580
1308,Product_1308,55265
1309,Product_1309,25644
1310,Product_1310,21122
1311,Product_1311,59781
1312,Product_1312,87501
1313,Product_1313,52613
1314,Product_1314,92316
1315,Product_1315,6304
1316,Product_1316,54800
1317,Product_1317,80889
1318,Product_1318,51128
1319,Product_1319,86794
1320,Product_1320,15994
1321,Product_1321,89921
1322,Product_1322,69854
1323,Product_1323,28395
1324,Product_1324,49064
1325,Product_1325,75899
1326,Product_1326,13461
1327,Product_1327,32173
1328,Product_1328,31537
1329,Product_1329,43892
1330,Product_1330,54798
1331,Product_1331,3459
1332,Product_1332,63319
